"",n","p","q","success","bInit","b","i","time (µs)"
"","1486965117353","1200359","1238767","true","3","1483613715026","9839","39094"
"","11930260291","104059","114649","true","3","4746755345","47","169"
"","11790504527","831899","14173","true","3","8540068708","1181","4244"
"","1049095762699","925789","1133191","true","3","422150526111","431","1783"
"","55330000001","42611","1298491","true","3","38610210600","4261","17267"
"","1287702838559","1156387","1113557","true","3","1169830602996","1667","6272"
"","3123334237","271807","11491","true","3","78115819","383","1000"
"","17925725927","143107","125261","true","3","8824263835","61","195"
"","8352272563","95071","87853","true","3","3404587582","3169","11351"
"","533115270287","1049611","507917","true","3","423704869259","593","1851"
"","760408052783","914219","831757","true","3","100933434477","11149","42452"
"","52621300817","136361","385897","true","3","6236470336","487","2337"
"","744325248467","1211599","614333","true","3","583529098782","277","835"
"","94807061449","222379","426331","true","3","19233496735","1579","5087"
"","475950290323","439009","1084147","true","3","328669794968","269","1147"
"","24384339803","946193","25771","true","3","3191789893","859","2318"
"","160138683113","128033","1250761","true","3","4136266628","1489","5012"
"","742425337","22709","32693","true","3","523938019","743","1665"
"","1039079962549","1090013","953273","true","3","17488168573","3539","13184"
"","1186967750627","1168831","1015517","true","3","882792340019","37","142"
"","256600916057","900863","284839","true","3","60991150876","1637","5176"
"","94143891763","262553","358571","true","3","50763309786","887","2585"
"","310433553329","343433","903913","true","3","214526576204","37663","144347"
"","182884839341","1094339","167119","true","3","5025769688","173","663"
"","51361418057","863609","59473","true","3","15393218172","59","157"
"","545419974257","1095443","497899","true","3","288293976880","199","1073"
"","54282383299","189599","286301","true","3","9369486527","409","1132"
"","13291453229","182899","72671","true","3","4558942515","43","111"
"","515450742749","668303","771283","true","3","204896727932","46","149"
"","392983511633","611131","643043","true","3","152299956511","1567","5873"
"","1293971641003","1217921","1062443","true","3","984279907045","173","570"
"","962070399677","1022773","940649","true","3","799833844701","383","1318"
"","243522055043","321553","757331","true","3","68375351474","29","91"
"","686188200953","808981","848213","true","3","497113970615","139","957"
"","244312947419","805933","303143","244312947419","3","1","367","1032"
"","637272521107","1148837","554711","true","3","409935311978","251","747"
"","689623330889","1215703","567263","true","3","36048025357","479","1852"
"","137576485873","846661","162493","true","3","59003805091","137","465"
"","892606984987","1034071","863197","true","3","498538037953","34469","139999"
"","301760496311","311569","968519","true","3","35336286567","6491","22486"
"","80121746557","384113","208589","true","3","30589991095","24007","88956"
"","531593956613","880223","603931","true","3","138053795153","491","1491"
"","303491892311","461051","658261","true","3","199360926461","53","156"
"","349772174761","1224131","285731","true","3","102929831005","751","2370"
"","62297766383","738589","84347","true","3","31729232726","233","659"
"","646286232239","698293","925523","true","3","6040234451","163","513"
"","14747237171","686333","21487","true","3","2819889420","3581","11740"
"","14420214989","19163","752503","true","3","3308511114","67","316"
"","238758492853","1081133","220841","true","3","226909275174","1223","3681"
"","432006889793","733741","588773","true","3","235508022455","127","357"
"","1014494813393","797917","1271429","true","3","186740505096","59","254"
"","963649469173","925073","1041701","true","3","528186155592","179","1285"
"","441864751169","1200077","368197","true","3","24423611602","503","2015"
"","27822744743","1189057","23399","true","3","27286480037","563","2134"
"","38704193797","556967","69491","true","3","35289128094","6949","24286"
"","623385403493","772001","807493","true","3","230077914029","193","757"
"","53153897177","56239","945143","true","3","6343478006","103","328"
"","473956627633","714691","663163","true","3","355770321037","2647","9291"
"","1060486800983","1104293","960331","true","3","830181180895","269","1264"
"","50608023307","52253","968519","true","3","16237253980","13063","46154"
"","499569703069","1214579","411311","true","3","371425545675","487","1881"
"","11541029371","675823","17077","true","3","5318307188","1423","4219"
"","209680413209","307121","682729","true","3","181025409668","349","1066"
"","117695162551","689441","170711","true","3","55419335904","139","388"
"","370898299067","681151","544517","true","3","344790462389","239","1048"
"","559934052703","669913","835831","true","3","305451931458","251","888"
"","235525813577","541537","434921","true","3","50872709371","131","492"
"","758972056039","851401","891439","true","3","703141435465","43","187"
"","789871304791","974737","810343","true","3","646742873186","967","3247"
"","217659694073","255313","852521","true","3","9942398847","197","659"
"","25939818811","1177103","22037","true","3","3526845555","787","2219"
"","23624493457","427523","55259","true","3","17581455853","1181","3683"
"","399613858559","499181","800539","true","3","218146589630","2269","8223"
"","31930638653","32327","987739","true","3","15699639878","2309","8391"
"","247195358107","717817","344371","true","3","15622734787","883","3108"
"","10286637061","67987","151303","true","3","5686269347","167","440"
"","458850542707","661909","693223","true","3","318637872282","3727","12349"
"","1469775033179","1246471","1179149","true","3","41564821967","41549","172301"
"","955424303747","779879","1225093","true","3","733224285966","9281","35289"
"","1671005923","102121","16363","true","3","842191888","37","99"
"","677960873279","1141039","594161","true","3","396568600324","1061","5730"
"","1332093387217","1082597","1230461","true","3","1203847359032","47","155"
"","772489573693","883733","874121","true","3","572562366816","82","353"
"","1219718354233","1059209","1151537","true","3","391943343107","4271","16322"
"","96387574109","1225541","78649","true","3","75840994754","113","308"
"","17968441693","55001","326693","true","3","2796140839","20","76"
"","85941691621","1156327","74323","true","3","70505882499","878","2793"
"","561827506967","1111867","505301","true","3","119474884344","163","507"
"","6563967763","10211","642833","true","3","805750011","1021","2518"
"","727731445487","844429","861803","true","3","154204557407","5413","20539"
"","100511670703","139883","718541","true","3","70271872719","971","3415"
"","339481368971","381749","889279","true","3","228334833157","877","3496"
"","33542679143","115771","289733","true","3","30213336726","227","975"
"","651902045477","571147","1141391","true","3","62836998724","727","3319"
"","843780258551","1100261","766891","true","3","347612059297","271","905"
"","687037667243","867151","792293","true","3","84781353271","47","145"
"","91639421023","1019927","89849","true","3","84158952680","1021","3116"
"","306033753637","410393","745709","true","3","26341485099","1193","3744"
"","29655808829","337339","87911","true","3","16112415992","149","573"
"","2580523003","5869","439687","true","3","1290739826","163","362"
"","159704020237","159311","1002467","true","3","46633515921","179","539"
"","603093923","22247","27109","true","3","239600191","227","554"
"","528822682691","608191","869501","true","3","321566685330","47","196"
"","92682825269","446189","207721","true","3","64977165504","337","1400"
"","86165930233","451691","190763","true","3","7046212932","29","191"
"","17150036591","125003","137197","true","3","7860976510","103","351"
"","21715012493","78539","276487","true","3","13493395062","227","630"
"","2219969419","1189057","1867","true","3","1338568055","311","892"
"","12579636739","39827","315857","true","3","252369744","1039","3787"
"","70135842509","1184587","59207","true","3","161339076","4229","15079"
"","238982940577","344153","694409","true","3","177049990686","607","1976"
"","284233207217","1029409","276113","true","3","89831376386","10723","40058"
"","173581198187","838099","207113","true","3","20892969972","461","1379"
"","532640028871","627661","848611","true","3","25198706168","317","1180"
"","1102269671381","1096741","1005041","true","3","129216927880","677","2175"
"","1345985021947","1164497","1155851","true","3","1290632986047","997","3836"
